Time	Price	Holding	Value	Funds	Shares	PeriodRate	ExpectedGain	TotalInput	Target	Diff	EndValue	Realized	TotalValue	Liquid	Profit
2020-03-23T01:35:02.449Z	5891.78	0.77961497	4593.32	10	0.00169285	0.00002175	0.1435	6460	6608.51	-2015.19	4603.32	100	4703.32	-1756.68	-27.19%
2020-03-23T03:35:01.087Z	5947.24	0.78130782	4646.63	10	0.00167809	0.00002174	0.1437	6470	6618.65	-1972.03	4656.63	100	4756.63	-1713.37	-26.48%
2020-03-23T05:35:00.774Z	5903.1	0.78298591	4622.04	10	0.001691	0.00002175	0.1439	6480	6628.79	-2006.75	4632.04	100	4732.04	-1747.96	-26.97%
2020-03-23T07:35:00.610Z	5890.84	0.78467691	4622.41	10	0.00169383	0.00002175	0.1441	6490	6638.93	-2016.53	4632.41	100	4732.41	-1757.59	-27.08%
2020-03-23T09:35:00.688Z	5801.08	0.78637074	4561.8	10	0.00172058	0.00002175	0.1444	6500	6649.07	-2087.27	4571.8	100	4671.8	-1828.2	-28.13%
2020-03-23T11:35:00.679Z	5858.35	0.78809132	4616.91	10	0.00170359	0.00002175	0.1446	6510	6659.21	-2042.3	4626.91	100	4726.91	-1783.09	-27.39%
2020-03-23T13:35:00.805Z	6230.78	0.78979491	4921.04	10	0.00160184	0.00002175	0.1448	6520	6669.35	-1748.32	4931.04	100	5031.04	-1488.96	-22.84%
2020-03-23T15:35:00.988Z	6233.56	0.79139675	4933.22	10	0.00160101	0.00002175	0.145	6530	6679.5	-1746.28	4943.22	100	5043.22	-1486.78	-22.77%
2020-03-23T17:35:00.408Z	6336.37	0.79299776	5024.73	10	0.0015754	0.00002174	0.1452	6540	6689.65	-1664.92	5034.73	100	5134.73	-1405.27	-21.49%
2020-03-23T19:35:00.416Z	6276.77	0.79457316	4987.35	10	0.0015901	0.00002175	0.1455	6550	6699.8	-1712.44	4997.35	100	5097.35	-1452.65	-22.18%
2020-03-23T21:35:00.798Z	6463.52	0.79616326	5146.02	10	0.00154405	0.00002175	0.1457	6560	6709.95	-1563.93	5156.02	100	5256.02	-1303.98	-19.88%
2020-03-23T23:35:00.491Z	6471.08	0.79770731	5162.03	10	0.00154214	0.00002175	0.1459	6570	6720.1	-1558.07	5172.03	100	5272.03	-1297.97	-19.76%
2020-03-24T01:35:00.830Z	6599.55	0.79924945	5274.69	10	0.00151223	0.00002175	0.1461	6580	6730.25	-1455.56	5284.69	100	5384.69	-1195.31	-18.17%
2020-03-24T03:35:00.801Z	6581.41	0.80076168	5270.14	10	0.0015164	0.00004349	0.2927	6590	6740.54	-1531.41	5219.13	100	5319.13	-1270.87	-19.28%
2020-03-24T05:35:00.801Z	6505.22	0.80227808	5219.00	10	0.00153377	0.00004349	0.2927	6590	6740.54	-1531.41	5219.13	100	5319.13	-1270.87	-19.28%
2020-03-24T07:35:00.516Z	6578.12	0.80381185	5287.57	10	0.00151705	0.00002175	0.1466	6600	6750.69	-1473.09	5287.6	100	5387.6	-1212.4	-18.37%
2020-03-24T09:35:00.447Z	6750.28	0.8053289	5436.20	10	0.00147846	0.00002175	0.1468	6610	6760.84	-1334.88	5435.96	100	5535.96	-1074.04	-16.25%
2020-03-24T11:35:00.539Z	6712.5	0.80680736	5415.69	10	0.00148702	0.00002175	0.147	6620	6770.99	-1365.47	5415.52	100	5515.52	-1104.48	-16.68%
2020-03-24T13:35:00.720Z	6768.71	0.80829438	5471.11	10	0.00147449	0.00002175	0.1472	6630	6781.14	-1320.29	5470.85	100	5570.85	-1059.15	-15.98%
2020-03-24T15:35:00.687Z	6562.27	0.80976887	5313.92	10	0.00152022	0.00002175	0.1475	6640	6791.29	-1487.32	5313.97	100	5413.97	-1226.03	-18.46%
2020-03-24T17:35:00.510Z	6684.64	0.81128909	5423.18	10	0.00149311	0.00002175	0.1477	6650	6801.44	-1388.4	5423.04	100	5523.04	-1126.96	-16.95%
2020-03-24T19:35:00.469Z	6650.72	0.8127822	5405.59	10	0.00150059	0.00002175	0.1479	6660	6811.59	-1416.09	5405.5	100	5505.5	-1154.5	-17.33%
2020-03-24T21:35:03.689Z	6748.35	0.81428279	5495.07	10	0.00147888	0.00002176	0.1482	6670	6821.74	-1326.67	5505.07	100	5605.07	-1064.93	-15.97%
2020-03-24T23:35:04.176Z	6795.46	0.81576167	5543.48	10	0.00146831	0.00002175	0.1484	6680	6831.89	-1288.41	5553.48	100	5653.48	-1026.52	-15.37%
2020-03-25T01:35:04.053Z	6679.82	0.81722998	5458.95	10	0.00149401	0.00002175	0.1486	6690	6842.04	-1383.09	5468.95	100	5568.95	-1121.05	-16.76%
2020-03-25T03:35:01.955Z	6594.43	0.81872399	5399.02	10	0.00151383	0.00002174	0.1487	6700	6852.19	-1453.17	5409.02	100	5509.02	-1190.98	-17.78%
2020-03-25T05:35:00.590Z	6669.29	0.82023782	5470.4	10	0.00149625	0.00002174	0.149	6710	6862.34	-1391.94	5480.4	100	5580.4	-1129.6	-16.83%
2020-03-25T07:35:00.440Z	6653.09	0.82173407	5467.07	10	0.00150006	0.00002175	0.1492	6720	6872.49	-1405.42	5477.07	100	5577.07	-1142.93	-17.01%
2020-03-25T09:35:00.442Z	6890.88	0.82323413	5672.81	10	0.00144803	0.00002175	0.1494	6730	6882.64	-1209.83	5682.81	100	5782.81	-947.19	-14.07%
2020-03-25T11:35:00.419Z	6594.7	0.82468216	5438.53	10	0.00151334	0.00002175	0.1497	6740	6892.79	-1454.26	5448.53	100	5548.53	-1191.47	-17.68%
2020-03-25T13:35:00.328Z	6679.3	0.8261955	5518.41	10	0.00149288	0.00002175	0.1499	6750	6902.94	-1384.53	5528.41	100	5628.41	-1121.59	-16.62%
2020-03-25T15:35:01.944Z	6667	0.82768838	5518.2	10	0.00149693	0.00002175	0.1501	6760	6913.09	-1394.89	5528.2	100	5628.2	-1131.8	-16.74%
2020-03-25T17:35:01.593Z	6659.83	0.82918531	5522.23	10	0.00149854	0.00002175	0.1503	6770	6923.24	-1401.01	5532.23	100	5632.23	-1137.77	-16.81%
2020-03-25T19:35:00.621Z	6647.25	0.83068385	5521.76	10	0.001502	0.00002174	0.1505	6780	6933.39	-1411.63	5531.76	100	5631.76	-1148.24	-16.94%
2020-03-25T21:35:00.450Z	6605.12	0.83218585	5496.69	10	0.00151095	0.00002175	0.1508	6790	6943.54	-1446.85	5506.69	100	5606.69	-1183.31	-17.43%
2020-03-25T23:35:01.364Z	6674.92	0.8336968	5564.86	10	0.00149515	0.00002175	0.151	6800	6953.69	-1388.83	5574.86	100	5674.86	-1125.14	-16.55%
2020-03-26T01:35:00.486Z	6719	0.83519195	5611.65	10	0.00148533	0.00002174	0.1512	6810	6963.84	-1352.19	5621.65	100	5721.65	-1088.35	-15.98%
2020-03-26T03:35:00.659Z	6749.24	0.83667728	5646.94	10	0.00147809	0.00002175	0.1514	6820	6973.99	-1327.06	5656.94	100	5756.94	-1063.06	-15.59%
2020-03-26T05:35:00.522Z	6729.95	0.83815537	5640.74	10	0.00148258	0.00002175	0.1517	6830	6984.14	-1343.4	5650.74	100	5750.74	-1079.26	-15.80%
2020-03-26T07:35:00.621Z	6632.42	0.83963795	5568.83	10	0.00150473	0.00002175	0.1519	6840	6994.29	-1425.46	5578.83	100	5678.83	-1161.17	-16.98%
2020-03-26T09:35:00.639Z	6639.3	0.84114268	5584.6	10	0.00150322	0.00002175	0.1521	6850	7004.44	-1419.84	5594.6	100	5694.6	-1155.4	-16.87%
2020-03-26T11:35:00.587Z	6661.4	0.8426459	5613.2	10	0.0014991	0.00002175	0.1523	6860	7014.59	-1401.39	5623.2	100	5723.2	-1136.8	-16.57%
2020-03-26T13:35:00.569Z	6554.03	0.844145	5532.55	10	0.00152272	0.00002175	0.1525	6870	7024.74	-1492.19	5542.55	100	5642.55	-1227.45	-17.87%
2020-03-26T15:35:00.558Z	6623.2	0.84566772	5601.03	10	0.00150683	0.00002175	0.1528	6880	7034.89	-1433.87	5611.03	100	5711.03	-1168.97	-16.99%
2020-03-26T17:35:00.501Z	6648.6	0.84717455	5632.52	10	0.0015009	0.00002175	0.153	6890	7045.04	-1412.52	5642.52	100	5742.52	-1147.48	-16.65%
2020-03-26T19:35:00.512Z	6670.01	0.84867545	5660.67	10	0.00149625	0.00002175	0.1532	6900	7055.19	-1394.52	5670.67	100	5770.67	-1129.33	-16.37%
2020-03-26T21:35:00.479Z	6753.62	0.8501717	5741.74	10	0.00147773	0.00002175	0.1534	6910	7065.34	-1323.61	5751.74	100	5851.74	-1058.26	-15.31%
2020-03-26T23:35:00.583Z	6729.85	0.85164943	5731.47	10	0.00148241	0.00002175	0.1536	6920	7075.49	-1344.02	5741.47	100	5841.47	-1078.53	-15.59%
2020-03-27T01:35:00.410Z	6809.42	0.85313184	5809.33	10	0.00146561	0.00002175	0.1539	6930	7085.64	-1276.31	5819.33	100	5919.33	-1010.67	-14.58%
2020-03-27T03:35:01.513Z	6815.11	0.85459745	5824.18	10	0.00146439	0.00002175	0.1541	6940	7095.79	-1271.62	5834.18	100	5934.18	-1005.82	-14.49%
2020-03-27T05:35:00.566Z	6692.87	0.85606184	5729.51	10	0.00149114	0.00002174	0.1543	6950	7105.94	-1376.43	5739.51	100	5839.51	-1110.49	-15.98%
2020-03-27T07:35:00.605Z	6725.9	0.85755298	5767.82	10	0.00148382	0.00002175	0.1545	6960	7116.09	-1348.28	5777.82	100	5877.82	-1082.18	-15.55%
2020-03-27T09:35:00.793Z	6698.72	0.8590368	5754.45	10	0.00149026	0.00002175	0.1548	6970	7126.24	-1371.8	5764.45	100	5864.45	-1105.55	-15.86%
2020-03-27T11:35:00.564Z	6704	0.86052706	5768.97	10	0.00148866	0.00002175	0.155	6980	7136.39	-1367.42	5778.97	100	5878.97	-1101.03	-15.77%
2020-03-27T13:35:00.821Z	6608.96	0.86201572	5697.03	10	0.00151007	0.00002175	0.1552	6990	7146.55	-1449.52	5707.03	100	5807.03	-1182.97	-16.92%
2020-03-27T15:35:00.482Z	6654.71	0.86352579	5746.51	10	0.00149983	0.00002175	0.1554	7000	7156.71	-1410.19	5756.51	100	5856.51	-1143.49	-16.34%
2020-03-27T17:35:00.721Z	6637.1	0.86502562	5741.26	10	0.00150367	0.00002175	0.1556	7010	7166.87	-1425.6	5751.26	100	5851.26	-1158.74	-16.53%
2020-03-27T19:35:00.520Z	6688.22	0.86652929	5795.54	10	0.00149115	0.00002175	0.1558	7020	7177.03	-1381.49	5805.54	100	5905.54	-1114.46	-15.88%
2020-03-27T21:35:00.444Z	6683.09	0.86802044	5801.06	10	0.00149332	0.00002175	0.1561	7030	7187.19	-1386.13	5811.06	100	5911.06	-1118.94	-15.92%
2020-03-27T23:35:03.295Z	6622.81	0.86951376	5758.62	10	0.00150691	0.00002175	0.1564	7040	7197.35	-1438.72	5768.62	100	5868.62	-1171.38	-16.64%
2020-03-28T01:35:00.479Z	6282.41	0.87102067	5472.11	10	0.00158856	0.00002174	0.1565	7050	7207.51	-1735.4	5482.11	100	5582.11	-1467.89	-20.82%
2020-03-28T03:35:00.558Z	6138.23	0.87260923	5356.28	10	0.00162549	0.00002175	0.1567	7060	7217.67	-1861.39	5366.28	100	5466.28	-1593.72	-22.57%
2020-03-28T05:35:00.427Z	6186.13	0.87423472	5408.13	10	0.00161329	0.00002175	0.157	7070	7227.83	-1819.7	5418.13	100	5518.13	-1551.87	-21.95%
2020-03-28T07:35:00.474Z	6183.07	0.87584801	5415.43	10	0.00161408	0.00002175	0.1572	7080	7237.99	-1822.56	5425.43	100	5525.43	-1554.57	-21.96%
2020-03-28T09:35:00.590Z	6282.97	0.87746209	5513.07	10	0.00158842	0.00002175	0.1574	7090	7248.15	-1735.08	5523.07	100	5623.07	-1466.93	-20.69%
2020-03-28T11:35:00.548Z	6253.81	0.87905051	5497.41	10	0.00159598	0.00002175	0.1576	7100	7258.31	-1760.89	5507.41	100	5607.41	-1492.59	-21.02%
2020-03-28T13:35:00.535Z	6225.28	0.88064649	5482.27	10	0.00160311	0.00002175	0.1578	7110	7268.47	-1786.2	5492.27	100	5592.27	-1517.73	-21.35%
2020-03-28T15:35:00.610Z	6247.55	0.8822496	5511.9	10	0.00159743	0.00002175	0.1581	7120	7278.63	-1766.73	5521.9	100	5621.9	-1498.1	-21.04%
2020-03-28T17:35:00.470Z	6140.06	0.88384703	5426.87	10	0.0016245	0.00002175	0.1583	7130	7288.79	-1861.91	5436.87	100	5536.87	-1593.13	-22.34%
2020-03-28T19:35:00.392Z	6207.3	0.88547153	5496.39	10	0.00160778	0.00002175	0.1585	7140	7298.95	-1802.56	5506.39	100	5606.39	-1533.61	-21.48%
2020-03-28T21:35:00.398Z	6232.35	0.88707931	5528.59	10	0.00160132	0.00002175	0.1587	7150	7309.11	-1780.52	5538.59	100	5638.59	-1511.41	-21.14%
2020-03-28T23:35:00.590Z	6218.8	0.88868063	5526.53	10	0.00160485	0.00002175	0.1589	7160	7319.27	-1792.74	5536.53	100	5636.53	-1523.47	-21.28%
2020-03-29T01:35:00.594Z	6207.46	0.89028548	5526.41	10	0.00160774	0.00002175	0.1592	7170	7329.43	-1803.02	5536.41	100	5636.41	-1533.59	-21.39%
2020-03-29T03:35:00.654Z	6203.83	0.89189322	5533.15	10	0.00160869	0.00002175	0.1594	7180	7339.59	-1806.44	5543.15	100	5643.15	-1536.85	-21.40%
2020-03-29T05:35:00.501Z	6195.01	0.89350191	5535.25	10	0.00161098	0.00002175	0.1596	7190	7349.75	-1814.5	5545.25	100	5645.25	-1544.75	-21.48%
2020-03-29T07:35:00.589Z	6152.46	0.89511289	5507.15	10	0.00162212	0.00002175	0.1598	7200	7359.91	-1852.76	5517.15	100	5617.15	-1582.85	-21.98%
2020-03-29T09:35:00.533Z	6124.78	0.89673501	5492.3	10	0.00162945	0.00002175	0.16	7210	7370.07	-1877.77	5502.3	100	5602.3	-1607.7	-22.30%
2020-03-29T11:35:00.543Z	6153.82	0.89836446	5528.37	10	0.00162222	0.00002175	0.1603	7220	7380.23	-1851.86	5538.37	100	5638.37	-1581.63	-21.91%
2020-03-29T13:35:00.596Z	6111.06	0.89998668	5499.87	10	0.00163311	0.00002175	0.1605	7230	7390.39	-1890.52	5509.87	100	5609.87	-1620.13	-22.41%
2020-03-29T15:35:00.501Z	6129.14	0.90161979	5526.15	10	0.00162829	0.00002175	0.1607	7240	7400.55	-1874.4	5536.15	100	5636.15	-1603.85	-22.15%
2020-03-29T17:35:00.565Z	6096.72	0.90324808	5506.85	10	0.00163714	0.00002175	0.1609	7250	7410.71	-1903.86	5516.85	100	5616.85	-1633.15	-22.53%
2020-03-29T19:35:00.574Z	5946.37	0.90488522	5380.78	10	0.00167746	0.00002175	0.1612	7260	7420.87	-2040.09	5390.78	100	5490.78	-1769.22	-24.37%
2020-03-29T21:35:00.444Z	5935.22	0.90656268	5380.65	10	0.00168149	0.00002175	0.1614	7270	7431.03	-2050.38	5390.65	100	5490.65	-1779.35	-24.48%
2020-03-29T23:35:00.598Z	5916.14	0.90824417	5373.3	10	0.00168691	0.00002175	0.1616	7280	7441.19	-2067.89	5383.3	100	5483.3	-1796.7	-24.68%
2020-03-30T01:35:04.244Z	5945.83	0.90993108	5410.3	10	0.00167732	0.00002176	0.1619	7290	7451.35	-2041.06	5420.3	100	5520.3	-1769.7	-24.28%
2020-03-30T03:35:02.559Z	5995.46	0.9116084	5465.51	10	0.00166459	0.00002174	0.162	7300	7461.51	-1996	5475.51	100	5575.51	-1724.49	-23.62%
2020-03-30T05:35:00.624Z	6189.98	0.91327299	5653.14	10	0.00161228	0.00002174	0.1622	7310	7471.67	-1818.53	5663.14	100	5763.14	-1546.86	-21.16%
2020-03-30T07:35:00.445Z	6259.03	0.91488527	5726.29	10	0.0015945	0.00002175	0.1625	7320	7481.83	-1755.54	5736.29	100	5836.29	-1483.71	-20.27%
2020-03-30T09:35:00.543Z	6294.99	0.91647977	5769.23	10	0.00158539	0.00002175	0.1627	7330	7491.99	-1722.76	5779.23	100	5879.23	-1450.77	-19.79%
2020-03-30T11:35:00.727Z	6390.35	0.91806516	5866.76	10	0.00156207	0.00002175	0.1629	7340	7502.15	-1635.4	5876.76	100	5976.76	-1363.24	-18.57%
2020-03-30T13:35:00.690Z	6352.21	0.91962723	5841.67	10	0.00157111	0.00002175	0.1631	7350	7512.31	-1670.65	5851.67	100	5951.67	-1398.33	-19.02%
2020-03-30T15:35:00.586Z	6437.57	0.92119834	5930.28	10	0.00155055	0.00002175	0.1634	7360	7522.47	-1592.19	5940.28	100	6040.28	-1319.72	-17.93%
2020-03-30T17:35:00.582Z	6352.01	0.92274889	5861.31	10	0.00157116	0.00002175	0.1636	7370	7532.63	-1671.32	5871.31	100	5971.31	-1398.69	-18.98%
2020-03-30T19:35:00.835Z	6367.64	0.92432005	5885.74	10	0.00156743	0.00002175	0.1638	7380	7542.79	-1657.06	5895.74	100	5995.74	-1384.26	-18.76%
2020-03-30T21:35:00.478Z	6524.32	0.92588748	6040.79	10	0.00152968	0.00002175	0.164	7390	7552.95	-1512.17	6050.79	100	6150.79	-1239.21	-16.77%
2020-03-30T23:35:00.780Z	6440.78	0.92741716	5973.29	10	0.00155071	0.00002175	0.1643	7400	7563.11	-1589.82	5983.29	100	6083.29	-1316.71	-17.79%
2020-03-31T01:35:00.562Z	6490.03	0.92896787	6029.03	10	0.00153774	0.00002175	0.1645	7410	7573.27	-1544.25	6039.03	100	6139.03	-1270.97	-17.15%
2020-03-31T03:35:02.653Z	6465.49	0.93050561	6016.17	10	0.00154326	0.00002175	0.1647	7420	7583.43	-1567.26	6026.17	100	6126.17	-1293.83	-17.44%
2020-03-31T05:35:02.732Z	6427.62	0.93204887	5990.86	10	0.00155231	0.00002175	0.1649	7430	7593.59	-1602.74	6000.86	100	6100.86	-1329.14	-17.89%
2020-03-31T07:35:00.529Z	6449.32	0.93360118	6021.09	10	0.00154745	0.00002174	0.1651	7440	7603.76	-1582.66	6031.09	100	6131.09	-1308.91	-17.59%
2020-03-31T09:35:00.626Z	6487.63	0.93514863	6066.9	10	0.00153833	0.00002175	0.1654	7450	7613.93	-1547.03	6076.9	100	6176.9	-1273.1	-17.09%
2020-03-31T11:35:00.448Z	6389.97	0.93668696	5985.4	10	0.00156121	0.00002175	0.1656	7460	7624.1	-1638.69	5995.4	100	6095.4	-1364.6	-18.29%
2020-03-31T13:35:00.838Z	6441.8	0.93824817	6044.01	10	0.00154874	0.00002175	0.1658	7470	7634.27	-1590.26	6054.01	100	6154.01	-1315.99	-17.62%
2020-03-31T15:35:00.585Z	6472.04	0.93979691	6082.4	10	0.00154202	0.00002175	0.166	7480	7644.44	-1562.03	6092.4	100	6192.4	-1287.6	-17.21%
2020-03-31T17:35:00.620Z	6435.15	0.94133893	6057.66	10	0.00155086	0.00002175	0.1662	7490	7654.61	-1596.95	6067.66	100	6167.66	-1322.34	-17.65%
2020-03-31T19:35:00.561Z	6468.28	0.94288979	6098.88	10	0.00154303	0.00002175	0.1665	7500	7664.78	-1565.9	6108.88	100	6208.88	-1291.12	-17.21%
2020-03-31T21:35:00.492Z	6470	0.94443282	6110.48	10	0.00154251	0.00002175	0.1667	7510	7674.95	-1564.47	6120.48	100	6220.48	-1289.52	-17.17%
2020-03-31T23:35:00.407Z	6427.81	0.94597533	6080.55	10	0.00155263	0.00002175	0.1669	7520	7685.12	-1604.57	6090.55	100	6190.55	-1329.45	-17.68%
2020-04-01T01:35:00.563Z	6304.9	0.94752796	5974.07	10	0.0015829	0.00002175	0.1671	7530	7695.29	-1721.22	5984.07	100	6084.07	-1445.93	-19.20%
2020-04-01T03:35:00.768Z	6352.1	0.94911086	6028.85	10	0.00157092	0.00002175	0.1673	7540	7705.46	-1676.61	6038.85	100	6138.85	-1401.15	-18.58%
2020-04-01T05:35:01.326Z	6330.05	0.95068178	6017.86	10	0.00157661	0.00002175	0.1676	7550	7715.63	-1697.76	6027.86	100	6127.86	-1422.14	-18.84%
2020-04-01T07:35:03.115Z	6335	0.95225839	6032.56	10	0.00157503	0.00002175	0.1678	7560	7725.8	-1693.24	6042.56	100	6142.56	-1417.44	-18.75%
2020-04-01T09:35:05.389Z	6300.94	0.95383342	6010.05	10	0.00158389	0.00002175	0.1681	7570	7735.97	-1725.92	6020.05	100	6120.05	-1449.95	-19.15%
2020-04-01T11:35:03.362Z	6297.35	0.95541731	6016.6	10	0.00158479	0.00002174	0.1682	7580	7746.14	-1729.54	6026.6	100	6126.6	-1453.4	-19.17%
2020-04-01T13:35:03.350Z	6222.8	0.9570021	5955.23	10	0.0016036	0.00002175	0.1684	7590	7756.31	-1801.08	5965.23	100	6065.23	-1524.77	-20.09%
2020-04-01T15:35:04.106Z	6247.49	0.9586057	5988.88	10	0.00159695	0.00002175	0.1687	7600	7766.48	-1777.6	5998.88	100	6098.88	-1501.12	-19.75%
2020-04-01T17:35:00.708Z	6209	0.96020265	5961.9	10	0.00160734	0.00002174	0.1688	7610	7776.65	-1814.75	5971.9	100	6071.9	-1538.1	-20.21%
2020-04-01T19:36:12.643Z	6190.07	0.96180999	5953.67	10	0.00161226	0.00002196	0.1708	7620	7786.82	-1833.15	5963.67	100	6063.67	-1556.33	-20.42%
2020-04-01T21:35:00.506Z	6363.87	0.96342225	6131.09	10	0.00156815	0.00002153	0.1676	7630	7796.99	-1665.89	6141.09	100	6241.09	-1388.91	-18.20%
2020-04-01T23:35:03.220Z	6644.01	0.9649904	6411.41	10	0.00150112	0.00002175	0.1696	7640	7807.16	-1395.75	6421.41	100	6521.41	-1118.59	-14.64%
2020-04-02T03:35:01.068Z	6599.54	0.96649152	6378.4	10	0.00151224	0.00004349	0.3395	7650	7817.5	-1439.1	6388.4	100	6488.4	-1161.6	-15.18%
2020-04-02T05:35:00.534Z	6598.88	0.96800376	6387.74	10	0.00151242	0.00002174	0.17	7660	7827.67	-1439.93	6397.74	100	6497.74	-1162.26	-15.17%
2020-04-02T07:35:00.569Z	6663.03	0.96951618	6459.92	10	0.00149783	0.00002175	0.1702	7670	7837.84	-1377.92	6469.92	100	6569.92	-1100.08	-14.34%
2020-04-02T09:35:00.886Z	6656.6	0.97101401	6463.65	10	0.00149926	0.00002175	0.1704	7680	7848.01	-1384.36	6473.65	100	6573.65	-1106.35	-14.41%
2020-04-02T11:35:00.545Z	6673.64	0.97251327	6490.2	10	0.00149544	0.00002175	0.1707	7690	7858.18	-1367.98	6500.2	100	6600.2	-1089.8	-14.17%
2020-04-02T13:35:00.554Z	6677.97	0.97400871	6504.4	10	0.00149447	0.00002175	0.1709	7700	7868.35	-1363.95	6514.4	100	6614.4	-1085.6	-14.10%
2020-04-02T15:35:00.420Z	6778.8	0.97550318	6612.74	10	0.00147262	0.00002175	0.1711	7710	7878.52	-1265.78	6622.74	100	6722.74	-987.26	-12.80%
2020-04-02T17:35:00.887Z	7133.04	0.9769758	6968.81	10	0.00139905	0.00002175	0.1713	7720	7888.69	-919.88	6978.81	100	7078.81	-641.19	-8.31%
2020-04-02T19:35:07.259Z	6836.82	0.97837485	6688.97	10	0.00145981	0.00002177	0.1717	7730	7898.86	-1209.89	6698.97	100	6798.97	-931.03	-12.04%
2020-04-02T21:35:00.377Z	6844.33	0.97983466	6706.31	10	0.00145817	0.00002173	0.1716	7740	7909.03	-1202.72	6716.31	100	6816.31	-923.69	-11.93%
2020-04-02T23:35:00.512Z	6762.92	0.98129283	6636.4	10	0.0014757	0.00002175	0.172	7750	7919.2	-1282.8	6646.4	100	6746.4	-1003.6	-12.95%
2020-04-03T01:35:00.636Z	6780	0.98276853	6663.17	10	0.00147198	0.00002175	0.1722	7760	7929.37	-1266.2	6673.17	100	6773.17	-986.83	-12.72%
2020-04-03T03:35:00.628Z	6785.58	0.98424051	6678.64	10	0.00147077	0.00002175	0.1724	7770	7939.54	-1260.9	6688.64	100	6788.64	-981.36	-12.63%
2020-04-03T05:35:00.502Z	6770.06	0.98571128	6673.32	10	0.00147414	0.00002175	0.1727	7780	7949.71	-1276.39	6683.32	100	6783.32	-996.68	-12.81%
2020-04-03T07:35:00.472Z	6907.3	0.98718542	6818.79	10	0.00144427	0.00002175	0.1729	7790	7959.88	-1141.1	6828.79	100	6928.79	-861.21	-11.06%
2020-04-03T09:35:00.522Z	6932.17	0.98862969	6853.35	10	0.00143982	0.00002175	0.1731	7800	7970.05	-1116.7	6863.35	100	6963.35	-836.65	-10.73%
2020-04-03T11:35:00.519Z	6985.46	0.99006951	6916.09	10	0.00142907	0.00002175	0.1733	7810	7980.22	-1064.13	6926.09	100	7026.09	-783.91	-10.04%
2020-04-03T13:35:00.601Z	6910	0.99149858	6851.26	10	0.00144428	0.00002175	0.1735	7820	7990.39	-1139.14	6861.26	100	6961.26	-858.74	-10.98%
2020-04-03T15:35:00.624Z	6714.91	0.99294286	6667.52	10	0.00148625	0.00002175	0.1738	7830	8000.56	-1333.04	6677.52	100	6777.52	-1052.48	-13.44%
2020-04-03T17:35:00.419Z	6701.02	0.99442911	6663.69	10	0.00148933	0.00002175	0.174	7840	8010.73	-1347.04	6673.69	100	6773.69	-1066.31	-13.60%
2020-04-03T19:35:00.821Z	6765.72	0.99591844	6738.11	10	0.00147508	0.00002175	0.1742	7850	8020.9	-1282.8	6748.11	100	6848.11	-1001.89	-12.76%
2020-04-03T23:35:00.367Z	6764.37	0.99739352	6746.74	10	0.00147563	0.00004349	0.3488	7860	8031.25	-1284.51	6756.74	100	6856.74	-1003.26	-12.76%
2020-04-04T01:35:00.479Z	6756.08	0.99886915	6748.44	10	0.00147719	0.00002175	0.1747	7870	8041.42	-1292.98	6758.44	100	6858.44	-1011.56	-12.85%
2020-04-04T03:35:00.747Z	6703.37	1.00034634	6705.69	10	0.0014888	0.00002175	0.1749	7880	8051.59	-1345.9	6715.69	100	6815.69	-1064.31	-13.51%
2020-04-04T05:35:00.764Z	6752.52	1.00183514	6764.91	10	0.00147786	0.00002175	0.1751	7890	8061.77	-1296.85	6774.91	100	6874.91	-1015.09	-12.87%
2020-04-04T07:35:00.566Z	6729.15	1.003313	6751.44	10	0.0014831	0.00002175	0.1753	7900	8071.95	-1320.5	6761.44	100	6861.44	-1038.56	-13.15%
2020-04-04T09:35:00.556Z	6785.93	1.0047961	6818.48	10	0.00146984	0.00002175	0.1755	7910	8082.13	-1263.65	6828.48	100	6928.48	-981.52	-12.41%
2020-04-04T11:35:00.510Z	6843	1.00626594	6885.88	10	0.00145843	0.00002175	0.1758	7920	8092.31	-1206.43	6895.88	100	6995.88	-924.12	-11.67%
2020-04-04T13:35:00.560Z	6731.15	1.00772437	6783.14	10	0.00148221	0.00002175	0.176	7930	8102.49	-1319.34	6793.14	100	6893.14	-1036.86	-13.08%
2020-04-04T15:35:00.571Z	6753.33	1.00920658	6815.51	10	0.00147787	0.00002175	0.1762	7940	8112.67	-1297.16	6825.51	100	6925.51	-1014.49	-12.78%
2020-04-04T17:35:00.887Z	6785.37	1.01068445	6857.87	10	0.00147081	0.00002175	0.1764	7950	8122.85	-1264.98	6867.87	100	6967.87	-982.13	-12.35%
2020-04-04T19:35:00.559Z	6766.66	1.01215526	6848.91	10	0.00147481	0.00002175	0.1766	7960	8133.03	-1284.12	6858.91	100	6958.91	-1001.09	-12.58%
2020-04-04T21:35:00.646Z	6880.01	1.01363007	6973.79	10	0.00145027	0.00002175	0.1769	7970	8143.21	-1169.42	6983.79	100	7083.79	-886.21	-11.12%
2020-04-04T23:35:00.504Z	6849.5	1.01508034	6952.79	10	0.00145712	0.00002175	0.1771	7980	8153.39	-1200.59	6962.79	100	7062.79	-917.21	-11.49%
2020-04-05T01:35:00.527Z	6873.17	1.01653746	6986.83	10	0.00145177	0.00002175	0.1773	7990	8163.57	-1176.73	6996.83	100	7096.83	-893.17	-11.18%
